"hgnc_symbol"	"entrezgene_id"	"ensembl_gene_id"	"id"	"allias"	"mirna"	"chromosome_name"
"MIR302E"	100313774	"ENSG00000221703"	"MI0006417"	"MI0006417"	"hsa-mir-302e"	"11"
""	NA	"ENSG00000286605"	"MI0006418"	"MI0006418"	"hsa-mir-302f"	"18"
"MIR302F"	100302131	"ENSG00000283218"	"MI0006418"	"MI0006418"	"hsa-mir-302f"	"18"
"DDX5"	1655	"ENSG00000108654"	"MI0017375"	"MI0017375"	"hsa-mir-3064"	"17"
"MIR3064"	100616387	"ENSG00000284564"	"MI0017375"	"MI0017375"	"hsa-mir-3064"	"17"
"AATK"	9625	"ENSG00000181409"	"MI0014228"	"MI0014228"	"hsa-mir-3065"	"17"
"MIR3065"	100422915	"ENSG00000211563"	"MI0014228"	"MI0014228"	"hsa-mir-3065"	"17"
"AOPEP"	84909	"ENSG00000148120"	"MI0014181"	"MI0014181"	"hsa-mir-3074"	"9"
"MIR3074"	100422842	"ENSG00000207617"	"MI0014181"	"MI0014181"	"hsa-mir-3074"	"9"
""	NA	"ENSG00000269966"	"MI0000088"	"MI0000088"	"hsa-mir-30a"	"6"
"LINC00472"	79940	"ENSG00000233237"	"MI0000088"	"MI0000088"	"hsa-mir-30a"	"6"
"MIR30A"	407029	"ENSG00000207827"	"MI0000088"	"MI0000088"	"hsa-mir-30a"	"6"
"MIR30B"	407030	"ENSG00000207582"	"MI0000441"	"MI0000441"	"hsa-mir-30b"	"8"
"NFYC"	4802	"ENSG00000066136"	"MI0000736"	"MI0000736"	"hsa-mir-30c-1"	"1"
"MIR30C1"	407031	"ENSG00000207962"	"MI0000736"	"MI0000736"	"hsa-mir-30c-1"	"1"
""	NA	"ENSG00000269966"	"MI0000254"	"MI0000254"	"hsa-mir-30c-2"	"6"
"LINC00472"	79940	"ENSG00000233237"	"MI0000254"	"MI0000254"	"hsa-mir-30c-2"	"6"
"MIR30C2"	407032	"ENSG00000199094"	"MI0000254"	"MI0000254"	"hsa-mir-30c-2"	"6"
"MIR30D"	407033	"ENSG00000199153"	"MI0000255"	"MI0000255"	"hsa-mir-30d"	"8"
"NFYC"	4802	"ENSG00000066136"	"MI0000749"	"MI0000749"	"hsa-mir-30e"	"1"
"MIR30E"	407034	"ENSG00000198974"	"MI0000749"	"MI0000749"	"hsa-mir-30e"	"1"
"MIR31HG"	554202	"ENSG00000171889"	"MI0000089"	"MI0000089"	"hsa-mir-31"	"9"
"MIR31"	407035	"ENSG00000199177"	"MI0000089"	"MI0000089"	"hsa-mir-31"	"9"
"KDM1A"	23028	"ENSG00000004487"	"MI0014127"	"MI0014127"	"hsa-mir-3115"	"1"
""	NA	"ENSG00000240553"	"MI0014127"	"MI0014127"	"hsa-mir-3115"	"1"
"MIR3115"	100422866	"ENSG00000263793"	"MI0014127"	"MI0014127"	"hsa-mir-3115"	"1"
"PATJ"	10207	"ENSG00000132849"	"MI0014128"	"MI0014128"	"hsa-mir-3116-1"	"1"
"MIR3116-1"	100422902	"ENSG00000263908"	"MI0014128"	"MI0014128"	"hsa-mir-3116-1"	"1"
"PATJ"	10207	"ENSG00000132849"	"MI0014129"	"MI0014129"	"hsa-mir-3116-2"	"1"
"MIR3116-1"	100422902	"ENSG00000263908"	"MI0014129"	"MI0014129"	"hsa-mir-3116-2"	"1"
"MIR3116-2"	100422946	"ENSG00000283690"	"MI0014129"	"MI0014129"	"hsa-mir-3116-2"	"1"
"SGIP1"	84251	"ENSG00000118473"	"MI0014130"	"MI0014130"	"hsa-mir-3117"	"1"
"MIR3117"	100422871	"ENSG00000264720"	"MI0014130"	"MI0014130"	"hsa-mir-3117"	"1"
"MIR3118-1"	100423008	"ENSG00000266299"	"MI0014131"	"MI0014131"	"hsa-mir-3118-1"	"21"
"MIR3118-2"	100422949	"ENSG00000265322"	"MI0014132"	"MI0014132"	"hsa-mir-3118-2"	"15"
"POTEB3"	102724631	"ENSG00000278522"	"MI0014133"	"MI0014133"	"hsa-mir-3118-3"	"15"
"MIR3118-3"	100422844	"ENSG00000277243"	"MI0014133"	"MI0014133"	"hsa-mir-3118-3"	"15"
"MIR3118-4"	100422935	"ENSG00000265793"	"MI0014207"	"MI0014207"	"hsa-mir-3118-4"	"15"
"METTL11B"	149281	"ENSG00000203740"	"MI0014134"	"MI0014134"	"hsa-mir-3119-1"	"1"
"MIR3119-1"	100422839	"ENSG00000283340"	"MI0014134"	"MI0014134"	"hsa-mir-3119-1"	"1"
"MIR3119-2"	100423010	"ENSG00000263390"	"MI0014134"	"MI0014134"	"hsa-mir-3119-1"	"1"
"METTL11B"	149281	"ENSG00000203740"	"MI0014135"	"MI0014135"	"hsa-mir-3119-2"	"1"
"MIR3119-1"	100422839	"ENSG00000283340"	"MI0014135"	"MI0014135"	"hsa-mir-3119-2"	"1"
"MIR3119-2"	100423010	"ENSG00000263390"	"MI0014135"	"MI0014135"	"hsa-mir-3119-2"	"1"
"DNM3"	26052	"ENSG00000197959"	"MI0014136"	"MI0014136"	"hsa-mir-3120"	"1"
"DNM3OS"	NA	"ENSG00000230630"	"MI0014136"	"MI0014136"	"hsa-mir-3120"	"1"
"MIR214"	406996	"ENSG00000283844"	"MI0014136"	"MI0014136"	"hsa-mir-3120"	"1"
"MIR3120"	100422882	"ENSG00000283152"	"MI0014136"	"MI0014136"	"hsa-mir-3120"	"1"
"ACBD6"	84320	"ENSG00000230124"	"MI0014137"	"MI0014137"	"hsa-mir-3121"	"1"
"ACBD6"	100527964	"ENSG00000230124"	"MI0014137"	"MI0014137"	"hsa-mir-3121"	"1"
"MIR3121"	100423032	"ENSG00000265435"	"MI0014137"	"MI0014137"	"hsa-mir-3121"	"1"
"DTL"	51514	"ENSG00000143476"	"MI0014138"	"MI0014138"	"hsa-mir-3122"	"1"
"MIR3122"	100422947	"ENSG00000264358"	"MI0014138"	"MI0014138"	"hsa-mir-3122"	"1"
"RGS7"	6000	"ENSG00000182901"	"MI0014139"	"MI0014139"	"hsa-mir-3123"	"1"
"MIR3123"	100422856	"ENSG00000265831"	"MI0014139"	"MI0014139"	"hsa-mir-3123"	"1"
"MIR3124"	100422879	"ENSG00000264500"	"MI0014140"	"MI0014140"	"hsa-mir-3124"	"1"
"TRIB2"	28951	"ENSG00000071575"	"MI0014142"	"MI0014142"	"hsa-mir-3125"	"2"
"MIR3125"	100422986	"ENSG00000264370"	"MI0014142"	"MI0014142"	"hsa-mir-3125"	"2"
"ANTXR1"	84168	"ENSG00000169604"	"MI0014143"	"MI0014143"	"hsa-mir-3126"	"2"
"MIR3126"	100423030	"ENSG00000266649"	"MI0014143"	"MI0014143"	"hsa-mir-3126"	"2"
"CNNM4"	26504	"ENSG00000158158"	"MI0014144"	"MI0014144"	"hsa-mir-3127"	"2"
"MIR3127"	100422928	"ENSG00000264157"	"MI0014144"	"MI0014144"	"hsa-mir-3127"	"2"
"NFE2L2"	4780	"ENSG00000116044"	"MI0014145"	"MI0014145"	"hsa-mir-3128"	"2"
"MIR3128"	100422824	"ENSG00000265396"	"MI0014145"	"MI0014145"	"hsa-mir-3128"	"2"
"COL5A2"	1290	"ENSG00000204262"	"MI0014146"	"MI0014146"	"hsa-mir-3129"	"2"
"MIR3129"	100422908	"ENSG00000264725"	"MI0014146"	"MI0014146"	"hsa-mir-3129"	"2"
"FASTKD2"	22868	"ENSG00000118246"	"MI0014147"	"MI0014147"	"hsa-mir-3130-1"	"2"
"MIR3130-1"	100422993	"ENSG00000283469"	"MI0014147"	"MI0014147"	"hsa-mir-3130-1"	"2"
"MIR3130-2"	100423002	"ENSG00000263468"	"MI0014147"	"MI0014147"	"hsa-mir-3130-1"	"2"
"FASTKD2"	22868	"ENSG00000118246"	"MI0014148"	"MI0014148"	"hsa-mir-3130-2"	"2"
"MIR3130-1"	100422993	"ENSG00000283469"	"MI0014148"	"MI0014148"	"hsa-mir-3130-2"	"2"
"MIR3130-2"	100423002	"ENSG00000263468"	"MI0014148"	"MI0014148"	"hsa-mir-3130-2"	"2"
"IHH"	3549	"ENSG00000163501"	"MI0014151"	"MI0014151"	"hsa-mir-3131"	"2"
"MIR3131"	100422957	"ENSG00000264755"	"MI0014151"	"MI0014151"	"hsa-mir-3131"	"2"
"TMEM198"	130612	"ENSG00000188760"	"MI0014152"	"MI0014152"	"hsa-mir-3132"	"2"
"MIR3132"	100423039	"ENSG00000265252"	"MI0014152"	"MI0014152"	"hsa-mir-3132"	"2"
"FARP2"	9855	"ENSG00000006607"	"MI0014153"	"MI0014153"	"hsa-mir-3133"	"2"
"MIR3133"	100422942	"ENSG00000263752"	"MI0014153"	"MI0014153"	"hsa-mir-3133"	"2"
"BTD"	686	"ENSG00000169814"	"MI0014155"	"MI0014155"	"hsa-mir-3134"	"3"
"ANKRD28"	23243	"ENSG00000206560"	"MI0014155"	"MI0014155"	"hsa-mir-3134"	"3"
"MIR3134"	100422990	"ENSG00000264354"	"MI0014155"	"MI0014155"	"hsa-mir-3134"	"3"
"KAT2B"	8850	"ENSG00000114166"	"MI0014156"	"MI0014156"	"hsa-mir-3135a"	"3"
"MIR3135A"	100422901	"ENSG00000266745"	"MI0014156"	"MI0014156"	"hsa-mir-3135a"	"3"
"MIR3135B"	100616218	"ENSG00000263649"	"MI0016809"	"MI0016809"	"hsa-mir-3135b"	"6"
""	NA	"ENSG00000244513"	"MI0014158"	"MI0014158"	"hsa-mir-3136"	"3"
"TMF1"	7110	"ENSG00000144747"	"MI0014158"	"MI0014158"	"hsa-mir-3136"	"3"
"MIR3136"	100422859	"ENSG00000265355"	"MI0014158"	"MI0014158"	"hsa-mir-3136"	"3"
"XXYLT1"	152002	"ENSG00000173950"	"MI0014160"	"MI0014160"	"hsa-mir-3137"	"3"
"MIR3137"	100422926	"ENSG00000265333"	"MI0014160"	"MI0014160"	"hsa-mir-3137"	"3"
"WDR1"	9948	"ENSG00000071127"	"MI0014161"	"MI0014161"	"hsa-mir-3138"	"4"
"MIR3138"	100423011	"ENSG00000264931"	"MI0014161"	"MI0014161"	"hsa-mir-3138"	"4"
"GAB1"	2549	"ENSG00000109458"	"MI0014162"	"MI0014162"	"hsa-mir-3139"	"4"
"MIR3139"	100423017	"ENSG00000265623"	"MI0014162"	"MI0014162"	"hsa-mir-3139"	"4"
"FBXW7"	55294	"ENSG00000109670"	"MI0014163"	"MI0014163"	"hsa-mir-3140"	"4"
""	NA	"ENSG00000287555"	"MI0014163"	"MI0014163"	"hsa-mir-3140"	"4"
"MIR3140"	100422896	"ENSG00000264678"	"MI0014163"	"MI0014163"	"hsa-mir-3140"	"4"
"MIR3141"	100422950	"ENSG00000264760"	"MI0014165"	"MI0014165"	"hsa-mir-3141"	"5"
"MIR3142HG"	107075116	"ENSG00000253522"	"MI0014166"	"MI0014166"	"hsa-mir-3142"	"5"
"MIR3142"	100422938	"ENSG00000265237"	"MI0014166"	"MI0014166"	"hsa-mir-3142"	"5"
"MIR3143"	100422934	"ENSG00000265565"	"MI0014167"	"MI0014167"	"hsa-mir-3143"	"6"
"MIR3144"	100422951	"ENSG00000265725"	"MI0014169"	"MI0014169"	"hsa-mir-3144"	"6"
"NHSL1"	57224	"ENSG00000135540"	"MI0014170"	"MI0014170"	"hsa-mir-3145"	"6"
"MIR3145"	100423001	"ENSG00000266555"	"MI0014170"	"MI0014170"	"hsa-mir-3145"	"6"
"POLR1F"	221830	"ENSG00000105849"	"MI0014172"	"MI0014172"	"hsa-mir-3146"	"7"
"MIR3146"	100422967	"ENSG00000265932"	"MI0014172"	"MI0014172"	"hsa-mir-3146"	"7"
""	NA	"ENSG00000260653"	"MI0014173"	"MI0014173"	"hsa-mir-3147"	"7"
"MIR3147"	100422939	"ENSG00000266168"	"MI0014173"	"MI0014173"	"hsa-mir-3147"	"7"
"MIR3148"	100422876	"ENSG00000264788"	"MI0014175"	"MI0014175"	"hsa-mir-3148"	"8"
"MIR3149"	100422921	"ENSG00000266712"	"MI0014176"	"MI0014176"	"hsa-mir-3149"	"8"
"NDUFAF6"	137682	"ENSG00000156170"	"MI0014177"	"MI0014177"	"hsa-mir-3150a"	"8"
"MIR3150BHG"	105375650	"ENSG00000245080"	"MI0014177"	"MI0014177"	"hsa-mir-3150a"	"8"
""	NA	"ENSG00000254248"	"MI0014177"	"MI0014177"	"hsa-mir-3150a"	"8"
"MIR3150B"	100500907	"ENSG00000284147"	"MI0014177"	"MI0014177"	"hsa-mir-3150a"	"8"
"MIR3150A"	100422964	"ENSG00000283522"	"MI0014177"	"MI0014177"	"hsa-mir-3150a"	"8"
"NDUFAF6"	137682	"ENSG00000156170"	"MI0016426"	"MI0016426"	"hsa-mir-3150b"	"8"
"MIR3150BHG"	105375650	"ENSG00000245080"	"MI0016426"	"MI0016426"	"hsa-mir-3150b"	"8"
""	NA	"ENSG00000254248"	"MI0016426"	"MI0016426"	"hsa-mir-3150b"	"8"
"MIR3150B"	100500907	"ENSG00000284147"	"MI0016426"	"MI0016426"	"hsa-mir-3150b"	"8"
"BAALC"	79870	"ENSG00000164929"	"MI0014178"	"MI0014178"	"hsa-mir-3151"	"8"
"BAALC-AS1"	105369147	"ENSG00000247081"	"MI0014178"	"MI0014178"	"hsa-mir-3151"	"8"
"MIR3151"	100422992	"ENSG00000265657"	"MI0014178"	"MI0014178"	"hsa-mir-3151"	"8"
"ADAMTSL1"	92949	"ENSG00000178031"	"MI0014179"	"MI0014179"	"hsa-mir-3152"	"9"
"MIR3152"	100422869	"ENSG00000264638"	"MI0014179"	"MI0014179"	"hsa-mir-3152"	"9"
"CKS2"	1164	"ENSG00000123975"	"MI0014180"	"MI0014180"	"hsa-mir-3153"	"9"
"MIR3153"	100422936	"ENSG00000265112"	"MI0014180"	"MI0014180"	"hsa-mir-3153"	"9"
"DNM1"	1759	"ENSG00000106976"	"MI0014182"	"MI0014182"	"hsa-mir-3154"	"9"
"MIR3154"	100422893	"ENSG00000264823"	"MI0014182"	"MI0014182"	"hsa-mir-3154"	"9"
"PFKFB3"	5209	"ENSG00000170525"	"MI0014183"	"MI0014183"	"hsa-mir-3155a"	"10"
"MIR3155A"	100422989	"ENSG00000263628"	"MI0014183"	"MI0014183"	"hsa-mir-3155a"	"10"
"PFKFB3"	5209	"ENSG00000170525"	"MI0016839"	"MI0016839"	"hsa-mir-3155b"	"10"
"MIR3155A"	100422989	"ENSG00000263628"	"MI0016839"	"MI0016839"	"hsa-mir-3155b"	"10"
"MIR3155B"	100628560	"ENSG00000283634"	"MI0016839"	"MI0016839"	"hsa-mir-3155b"	"10"
""	NA	"ENSG00000243349"	"MI0014184"	"MI0014184"	"hsa-mir-3156-1"	"10"
"ANKRD30BP3"	NA	"ENSG00000230501"	"MI0014184"	"MI0014184"	"hsa-mir-3156-1"	"10"
"MIR3156-1"	100422988	"ENSG00000263476"	"MI0014184"	"MI0014184"	"hsa-mir-3156-1"	"10"
"ANKRD30B"	374860	"ENSG00000180777"	"MI0014230"	"MI0014230"	"hsa-mir-3156-2"	"18"
"MIR3156-2"	100422907	"ENSG00000265499"	"MI0014230"	"MI0014230"	"hsa-mir-3156-2"	"18"
"ANKRD30BP1"	NA	"ENSG00000175302"	"MI0014242"	"MI0014242"	"hsa-mir-3156-3"	"21"
"MIR3156-3"	100423018	"ENSG00000266211"	"MI0014242"	"MI0014242"	"hsa-mir-3156-3"	"21"
"ENTPD1-AS1"	728558	"ENSG00000226688"	"MI0014185"	"MI0014185"	"hsa-mir-3157"	"10"
"MIR3157"	100422892	"ENSG00000266407"	"MI0014185"	"MI0014185"	"hsa-mir-3157"	"10"
"DPCD"	25911	"ENSG00000166171"	"MI0014186"	"MI0014186"	"hsa-mir-3158-1"	"10"
"MIR3158-1"	100422900	"ENSG00000263436"	"MI0014186"	"MI0014186"	"hsa-mir-3158-1"	"10"
"MIR3158-2"	100423033	"ENSG00000283558"	"MI0014186"	"MI0014186"	"hsa-mir-3158-1"	"10"
"DPCD"	25911	"ENSG00000166171"	"MI0014187"	"MI0014187"	"hsa-mir-3158-2"	"10"
"MIR3158-1"	100422900	"ENSG00000263436"	"MI0014187"	"MI0014187"	"hsa-mir-3158-2"	"10"
"MIR3158-2"	100423033	"ENSG00000283558"	"MI0014187"	"MI0014187"	"hsa-mir-3158-2"	"10"
"MIR3159"	100423016	"ENSG00000264603"	"MI0014188"	"MI0014188"	"hsa-mir-3159"	"11"
"AMBRA1"	55626	"ENSG00000110497"	"MI0014189"	"MI0014189"	"hsa-mir-3160-1"	"11"
"MIR3160-1"	100422827	"ENSG00000265014"	"MI0014189"	"MI0014189"	"hsa-mir-3160-1"	"11"
"AMBRA1"	55626	"ENSG00000110497"	"MI0014190"	"MI0014190"	"hsa-mir-3160-2"	"11"
"MIR3160-1"	100422827	"ENSG00000265014"	"MI0014190"	"MI0014190"	"hsa-mir-3160-2"	"11"
"MIR3160-2"	100422825	"ENSG00000283497"	"MI0014190"	"MI0014190"	"hsa-mir-3160-2"	"11"
"PTPRJ"	5795	"ENSG00000149177"	"MI0014191"	"MI0014191"	"hsa-mir-3161"	"11"
"MIR3161"	100423000	"ENSG00000263693"	"MI0014191"	"MI0014191"	"hsa-mir-3161"	"11"
""	NA	"ENSG00000255139"	"MI0014192"	"MI0014192"	"hsa-mir-3162"	"11"
"OSBP"	5007	"ENSG00000110048"	"MI0014192"	"MI0014192"	"hsa-mir-3162"	"11"
"MIR3162"	100422880	"ENSG00000264559"	"MI0014192"	"MI0014192"	"hsa-mir-3162"	"11"
"PC"	5091	"ENSG00000173599"	"MI0014193"	"MI0014193"	"hsa-mir-3163"	"11"
"MIR3163"	100423029	"ENSG00000266423"	"MI0014193"	"MI0014193"	"hsa-mir-3163"	"11"
"TPCN2"	219931	"ENSG00000162341"	"MI0014194"	"MI0014194"	"hsa-mir-3164"	"11"
""	NA	"ENSG00000287725"	"MI0014194"	"MI0014194"	"hsa-mir-3164"	"11"
"MIR3164"	100422846	"ENSG00000265539"	"MI0014194"	"MI0014194"	"hsa-mir-3164"	"11"
"NUMA1"	4926	"ENSG00000137497"	"MI0014195"	"MI0014195"	"hsa-mir-3165"	"11"
"MIR3165"	100422953	"ENSG00000263742"	"MI0014195"	"MI0014195"	"hsa-mir-3165"	"11"
"MIR3166"	100423040	"ENSG00000266581"	"MI0014196"	"MI0014196"	"hsa-mir-3166"	"11"
"KIRREL3"	84623	"ENSG00000149571"	"MI0014198"	"MI0014198"	"hsa-mir-3167"	"11"
"MIR3167"	100422918	"ENSG00000266215"	"MI0014198"	"MI0014198"	"hsa-mir-3167"	"11"
"MIR3168"	100422878	"ENSG00000264226"	"MI0014199"	"MI0014199"	"hsa-mir-3168"	"13"
"MIR3169"	100422973	"ENSG00000266663"	"MI0014200"	"MI0014200"	"hsa-mir-3169"	"13"
"FARP1"	10160	"ENSG00000152767"	"MI0014201"	"MI0014201"	"hsa-mir-3170"	"13"
"MIR3170"	100422881	"ENSG00000263399"	"MI0014201"	"MI0014201"	"hsa-mir-3170"	"13"
""	728755	"ENSG00000258932"	"MI0014202"	"MI0014202"	"hsa-mir-3171"	"14"
"LINC00645"	100505967	"ENSG00000258548"	"MI0014202"	"MI0014202"	"hsa-mir-3171"	"14"
"MIR3171"	100422830	"ENSG00000264657"	"MI0014202"	"MI0014202"	"hsa-mir-3171"	"14"
"DICER1"	23405	"ENSG00000100697"	"MI0014204"	"MI0014204"	"hsa-mir-3173"	"14"
"MIR3173"	100422981	"ENSG00000264607"	"MI0014204"	"MI0014204"	"hsa-mir-3173"	"14"
"ZNF710"	374655	"ENSG00000140548"	"MI0014208"	"MI0014208"	"hsa-mir-3174"	"15"
"MIR3174"	100422841	"ENSG00000265871"	"MI0014208"	"MI0014208"	"hsa-mir-3174"	"15"
""	NA	"ENSG00000279765"	"MI0014209"	"MI0014209"	"hsa-mir-3175"	"15"
"CHD2"	1106	"ENSG00000173575"	"MI0014209"	"MI0014209"	"hsa-mir-3175"	"15"
"MIR3175"	100422995	"ENSG00000284324"	"MI0014209"	"MI0014209"	"hsa-mir-3175"	"15"
"CAPN15"	6650	"ENSG00000103326"	"MI0014210"	"MI0014210"	"hsa-mir-3176"	"16"
"MIR3176"	100423037	"ENSG00000266235"	"MI0014210"	"MI0014210"	"hsa-mir-3176"	"16"
"MAPK8IP3"	23162	"ENSG00000138834"	"MI0014211"	"MI0014211"	"hsa-mir-3177"	"16"
"MIR3177"	100423012	"ENSG00000265820"	"MI0014211"	"MI0014211"	"hsa-mir-3177"	"16"
"MIR3178"	100422974	"ENSG00000266232"	"MI0014212"	"MI0014212"	"hsa-mir-3178"	"16"
""	NA	"ENSG00000257264"	"MI0014213"	"MI0014213"	"hsa-mir-3179-1"	"16"
"MIR3179-1"	100422960	"ENSG00000284305"	"MI0014213"	"MI0014213"	"hsa-mir-3179-1"	"16"
"NOMO3"	408050	"ENSG00000103226"	"MI0014216"	"MI0014216"	"hsa-mir-3179-2"	"16"
"MIR3179-2"	100422886	"ENSG00000257381"	"MI0014216"	"MI0014216"	"hsa-mir-3179-2"	"16"
"MIR3179-3"	100423006	"ENSG00000266454"	"MI0014221"	"MI0014221"	"hsa-mir-3179-3"	"16"
"NOMO2"	283820	"ENSG00000185164"	"MI0031510"	"MI0031510"	"hsa-mir-3179-4"	"16"
"NOMO2"	102723728	"ENSG00000185164"	"MI0031510"	"MI0031510"	"hsa-mir-3179-4"	"16"
"MIR3179-4"	103504729	"ENSG00000277014"	"MI0031510"	"MI0031510"	"hsa-mir-3179-4"	"16"
""	NA	"ENSG00000258354"	"MI0014214"	"MI0014214"	"hsa-mir-3180-1"	"16"
"MIR3180-1"	100422870	"ENSG00000265537"	"MI0014214"	"MI0014214"	"hsa-mir-3180-1"	"16"
""	NA	"ENSG00000257366"	"MI0014215"	"MI0014215"	"hsa-mir-3180-2"	"16"
"MIR3180-2"	100422956	"ENSG00000265373"	"MI0014215"	"MI0014215"	"hsa-mir-3180-2"	"16"
""	NA	"ENSG00000257563"	"MI0014217"	"MI0014217"	"hsa-mir-3180-3"	"16"
"MIR3180-3"	100422836	"ENSG00000266291"	"MI0014217"	"MI0014217"	"hsa-mir-3180-3"	"16"
"MIR3180-4"	100500852	"ENSG00000264115"	"MI0016408"	"MI0016408"	"hsa-mir-3180-4"	"16"
"MIR3180-5"	100500916	"ENSG00000264397"	"MI0016409"	"MI0016409"	"hsa-mir-3180-5"	"16"
""	NA	"ENSG00000261644"	"MI0014223"	"MI0014223"	"hsa-mir-3181"	"16"
"CYLD"	1540	"ENSG00000083799"	"MI0014223"	"MI0014223"	"hsa-mir-3181"	"16"
"MIR3181"	100422972	"ENSG00000264947"	"MI0014223"	"MI0014223"	"hsa-mir-3181"	"16"
"CDH13"	1012	"ENSG00000140945"	"MI0014224"	"MI0014224"	"hsa-mir-3182"	"16"
"MIR3182"	100422853	"ENSG00000263785"	"MI0014224"	"MI0014224"	"hsa-mir-3182"	"16"
"ABR"	29	"ENSG00000159842"	"MI0014225"	"MI0014225"	"hsa-mir-3183"	"17"
"MIR3183"	100422835	"ENSG00000264429"	"MI0014225"	"MI0014225"	"hsa-mir-3183"	"17"
""	NA	"ENSG00000265394"	"MI0014226"	"MI0014226"	"hsa-mir-3184"	"17"
"NSRP1"	84081	"ENSG00000126653"	"MI0014226"	"MI0014226"	"hsa-mir-3184"	"17"
""	NA	"ENSG00000266919"	"MI0014226"	"MI0014226"	"hsa-mir-3184"	"17"
"MIR423"	494335	"ENSG00000283935"	"MI0014226"	"MI0014226"	"hsa-mir-3184"	"17"
"MIR3184"	100423003	"ENSG00000284399"	"MI0014226"	"MI0014226"	"hsa-mir-3184"	"17"
"PRAC2"	360205	"ENSG00000229637"	"MI0014227"	"MI0014227"	"hsa-mir-3185"	"17"
"MIR3185"	100422978	"ENSG00000263602"	"MI0014227"	"MI0014227"	"hsa-mir-3185"	"17"
"BAHCC1"	57597	"ENSG00000266074"	"MI0014229"	"MI0014229"	"hsa-mir-3186"	"17"
"MIR3186"	100422944	"ENSG00000266189"	"MI0014229"	"MI0014229"	"hsa-mir-3186"	"17"
"PLPPR3"	79948	"ENSG00000129951"	"MI0014231"	"MI0014231"	"hsa-mir-3187"	"19"
"MIR3187"	100422854	"ENSG00000263414"	"MI0014231"	"MI0014231"	"hsa-mir-3187"	"19"
"MIR3188"	100422833	"ENSG00000267959"	"MI0014232"	"MI0014232"	"hsa-mir-3188"	"19"
"GDF15"	9518	"ENSG00000130513"	"MI0014233"	"MI0014233"	"hsa-mir-3189"	"19"
"MIR3189"	100422943	"ENSG00000264175"	"MI0014233"	"MI0014233"	"hsa-mir-3189"	"19"
"BBC3"	27113	"ENSG00000105327"	"MI0014235"	"MI0014235"	"hsa-mir-3190"	"19"
"MIR3190"	100422899	"ENSG00000265134"	"MI0014235"	"MI0014235"	"hsa-mir-3190"	"19"
"BBC3"	27113	"ENSG00000105327"	"MI0014236"	"MI0014236"	"hsa-mir-3191"	"19"
"MIR3190"	100422899	"ENSG00000265134"	"MI0014236"	"MI0014236"	"hsa-mir-3191"	"19"
"MIR3191"	100422832	"ENSG00000284411"	"MI0014236"	"MI0014236"	"hsa-mir-3191"	"19"
"POLR3F"	10621	"ENSG00000132664"	"MI0014237"	"MI0014237"	"hsa-mir-3192"	"20"
"MIR3192"	100422875	"ENSG00000265137"	"MI0014237"	"MI0014237"	"hsa-mir-3192"	"20"
"MIR3193"	100422904	"ENSG00000264395"	"MI0014238"	"MI0014238"	"hsa-mir-3193"	"20"
"NFATC2"	4773	"ENSG00000101096"	"MI0014239"	"MI0014239"	"hsa-mir-3194"	"20"
"MIR3194"	100422889	"ENSG00000266761"	"MI0014239"	"MI0014239"	"hsa-mir-3194"	"20"
"TAF4"	6874	"ENSG00000130699"	"MI0014240"	"MI0014240"	"hsa-mir-3195"	"20"
"MIR3195"	100422838	"ENSG00000265306"	"MI0014240"	"MI0014240"	"hsa-mir-3195"	"20"
"BIRC7"	79444	"ENSG00000101197"	"MI0014241"	"MI0014241"	"hsa-mir-3196"	"20"
"MIR3196"	100423014	"ENSG00000266463"	"MI0014241"	"MI0014241"	"hsa-mir-3196"	"20"
"MIR3197"	100423023	"ENSG00000263681"	"MI0014245"	"MI0014245"	"hsa-mir-3197"	"21"
"BID"	637	"ENSG00000015475"	"MI0014246"	"MI0014246"	"hsa-mir-3198-1"	"22"
"MIR3198-1"	100423025	"ENSG00000264757"	"MI0014246"	"MI0014246"	"hsa-mir-3198-1"	"22"
"CBX5"	23468	"ENSG00000094916"	"MI0017335"	"MI0017335"	"hsa-mir-3198-2"	"12"
"MIR3198-2"	100616400	"ENSG00000283803"	"MI0017335"	"MI0017335"	"hsa-mir-3198-2"	"12"
"TTC28-AS1"	284900	"ENSG00000235954"	"MI0014247"	"MI0014247"	"hsa-mir-3199-1"	"22"
"MIR3199-1"	100423034	"ENSG00000264073"	"MI0014247"	"MI0014247"	"hsa-mir-3199-1"	"22"
"TTC28-AS1"	284900	"ENSG00000235954"	"MI0014248"	"MI0014248"	"hsa-mir-3199-2"	"22"
"MIR3199-1"	100423034	"ENSG00000264073"	"MI0014248"	"MI0014248"	"hsa-mir-3199-2"	"22"
"MIR3199-2"	100422998	"ENSG00000283225"	"MI0014248"	"MI0014248"	"hsa-mir-3199-2"	"22"
"TMEM245"	23731	"ENSG00000106771"	"MI0000090"	"MI0000090"	"hsa-mir-32"	"9"
"MIR32"	407036	"ENSG00000207698"	"MI0000090"	"MI0000090"	"hsa-mir-32"	"9"
"OSBP2"	23762	"ENSG00000184792"	"MI0014249"	"MI0014249"	"hsa-mir-3200"	"22"
"MIR3200"	100422912	"ENSG00000264661"	"MI0014249"	"MI0014249"	"hsa-mir-3200"	"22"
"MIR3201"	100422916	"ENSG00000266508"	"MI0014250"	"MI0014250"	"hsa-mir-3201"	"22"
