"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-6748"	0	0	0.649607	0	0.098207	0.076092	0	0	0	0	0.194913	0	0.123251	0.407611	0.200245	0	0	0	0	0	0.12195	0.154984	0.357286	0	0	0	0	0	0	0	0	0	0.31514	0	0.121435	0.101557	0	0	0.266762	0.15502	0.083238	0	0	0	0.157466	0.156372	0	0.219439	0	0	0.351521	0.320947	0	0	0	0	0	0	0	0.101875	0	0.077158	0	0	0	0.086383	0.102903	0	0	0	0	0	0.068057	0	0	0	0	0	0.124842	0	0	0.284672	0.265896	0	0	0.085168	0	0.087018	0.144596	0	0	0.139082	0	0	0.404407	0	0	0	0.099984	0	0	0.101827	0	0	0.130239	0	0
"hsa-mir-6749"	0.179427	0	0.108268	0	0.098207	0.076092	0	0	0	0	0	0	0	0	0	0	0	0	0.148823	0.516777	0	0	0.119095	0.157812	0	0	0	0	0	0	0	0	0	0	0.121435	0.101557	0	0.183953	0	0.930122	0.332951	0	0	0	0.314932	0	0	0.10972	0.279972	0	0	0	0.090868	0.193682	0	0	0.332058	0	0.263016	0.101875	0	0.154316	0	0	0	0	0.102903	0	0	0	0	0	0	0.280787	0	0	0	0	0.124842	0	0	0	0.132948	0.115744	0	0	0.415701	0.348073	0	0	0	0.139082	0.190804	0	0	0	0.511491	0.317066	0	0	0	0	0	0	0.260478	0	0
"hsa-mir-675"	0.089714	0	0.216536	0.185116	0.785652	0.456554	17.361596	0.814519	0	0.301817	0.292369	0	0.616257	0.509514	0.400489	0	0.660594	0.539281	5.655258	0.344518	110.730451	1.549843	0.238191	0	1.004616	0.802673	0.162942	30.520492	0	1.162474	10.446323	0	1.365606	0.242945	0.121435	0.101557	2.008368	0.551859	0.533525	0	1.082091	0.628065	3.171078	0.30068	0.629864	0.469115	1.050914	0.10972	0	27.566688	10.194113	0.802368	1.181289	0.774727	180.645603	1.161814	30.715345	0.454319	0.263016	2.343114	0.108946	0.462947	80.032512	4.523465	0.702094	2.850629	0.823225	0.375207	0	0.122579	2.204709	7.913141	0.544455	0.561574	0.328381	0.6435	0.090037	0.440242	4.61914	0.25851	0.353863	0.996353	0.398844	0	0.658814	0.766509	1.247102	0.261054	1.301366	0.473691	0	0.556326	0.286206	0.413648	38.553458	0.062827	0.255746	1.373954	0.399934	0.094748	1.355074	2.342011	1.202323	2.091921	0.130239	0.166493	0.617589
"hsa-mir-6750"	0	0	0.649607	0.277673	0	0.304369	0	0	0.104918	0	0	0	0	0	0	0	0	0	0.59529	0.172259	0.36585	0.154984	0	0	0.200923	0	0.162942	0	0	0	0.137452	0	0.210093	0	0	0	0.382546	0.183953	0	0.465061	0	0	0.667595	0	0.472398	0.234558	0	0	0.279972	0	0	0	0.54521	0	0.225244	0	0.166029	0	0.175344	0.101875	0.108946	0.077158	0	0	0.100299	0	0.102903	0.250138	0.327238	0	0	0	0	0.280787	0.766222	0	0.180074	0	0	0	0.265397	0	0	0	0	0	0	0.261054	0.144596	0.157897	0	0	0	0	0.134802	0	0	0	0.199967	0.189496	0.615943	0	0	0.104596	0	0.332985	0.308794
"hsa-mir-6751"	0.269141	0	0.216536	0	0	0	0.399117	0.11636	0	0.503029	0.097456	0	0.123251	0.203805	0	0	0	0.269641	0	0	0	0.154984	0.238191	0	0	0.160535	0	0.540186	0.499269	0.129164	0.274903	0	0	0	0	0.507786	0	0	0	0.465061	0	0	0	0	0.157466	0	0.116768	0.438878	0	0	0	0.320947	0	0	0.900976	0	0.166029	0	0.350688	0	0	0.617263	0	0	0.300897	0.431914	0	0	0.163619	0	0.232075	0	0.068057	0	0	0.091929	0.450186	0	0.124842	1.80957	0	0	0	0	0.527051	0	0.346417	0.087018	0	0	0.372235	0	0.190804	0	0.269605	0	0	0.528444	0	0.189496	0	0	0.300581	0	0	0	0.205863
"hsa-mir-6752"	0.089714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08988	0	0	0	0	0	0	0.200923	0.160535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069283	0	0	0	0	0	0	0	0	0	0	0.211378	0	0	0	0	0	0	0	0	0
"hsa-mir-6753"	0	0	0	0.185116	0	0.076092	0.399117	0	0.419673	0	0	0.08415	0.123251	0	0	0	0	0	0	0	0.2439	0.464953	0.119095	0.157812	0	0	0.325883	0.135046	0	0	0	0	0	0	0.485738	0	0	0	0	0	0	0	0.333798	0	0.314932	0.156372	0.116768	0	0	0	0	0	0.181737	0	0	0	0.166029	0	0	0	0.108946	0	0.230974	0	0.100299	0.518296	0.102903	0	0	1.83869	0.116037	0	0.068057	0	0.328381	0.275786	0	0.330182	0	1.163295	0.265397	0.142336	0	0.231489	0	0	0	0.9572	0.289193	0.157897	0.186118	0	0	0.068941	0	0.062827	0	0.317066	0	0	0.246377	0	0	0.209192	0.390717	0	0.102931
"hsa-mir-6754"	0	0	0.108268	0.185116	0.392826	0.380462	0.299338	0	0.209837	0	0	0	0.123251	0	0	0	0	0	0	0	0.12195	0.154984	0	0.315625	0	0.080267	0	0	0	0	0	0	0	0	0.364304	0	0	0	0.266762	0	0	0	0.500696	0	0	0	0	0.219439	0	0	0.703042	0.481421	0.636079	0	0	0	0	0	0.263016	0	0	0	0.230974	0	0	0.086383	0	0.125069	0	2.819324	0.116037	0.370929	0	0	0	0.183857	0	0	0.74905	0	0.088466	0	0.132948	0	0	0.170335	0.20785	0.174036	0.144596	0	0	0.556326	0.095402	0.137883	0	0	0	0.211378	0.299951	0	0.369566	0	0	0.418384	0.260478	0	0.205863
"hsa-mir-6755"	0.538282	0	0.324803	0.185116	0	0.228277	0.399117	0.34908	0.209837	0.301817	0.097456	0.25245	0.369754	0.305708	0	1.383086	0.880791	0.988682	0.148823	0	0.487799	0.619937	0.357286	0.315625	0.200923	0.722406	0.488825	0.540186	0.499269	0.645819	0	0.176405	1.050466	0.242945	0	0.101557	0.669456	0.551859	0.266762	0.310041	0.166476	0	0	0	0.314932	0	0.467073	0.438878	0	1.564067	0.878803	1.123315	0	0.387364	0.450488	0.625592	0.664116	0	0	0.407498	0.108946	0.077158	0.461948	2.32286	0	1.814037	0.411613	0	0.327238	0.612897	0	1.360071	1.361138	0.093596	0.218921	0	0.450186	0.220121	0.249683	0.129255	0	0.427008	0.265896	0.231489	0	0	0.692834	0.522109	0.144596	0	0	0.139082	0.572411	0.275765	0.404407	0.251307	0	0.739821	0.199967	0.85273	0.123189	1.221919	0.450871	0.732172	0.390717	0.499478	0.514657
"hsa-mir-6756"	0	0	0	0	0	0	0	0	0	0	0.194913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247286	0	0	0.437841	0	0.090037	0.330182	0	0	0	0	0	0	0	0	0	0	0	0.157897	0	0	0.095402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6757"	0.089714	0	0.108268	0.555347	0.29462	0	0.099779	0	0.314755	0.100606	0	0	0	0	0.400489	0	0.110099	0	0	0.516777	0.12195	0	0	0.157812	0	0.240802	0	0	0.332846	0.129164	0.274903	0.70562	0	0.364417	0.242869	0	0.478183	0	0	0	0.166476	0	1.502089	0	0.472398	0.156372	0.116768	0.329159	0	0	0.878803	0.160474	0.817816	0.193682	0	0	0	0	0.175344	0	0	0.231474	0.230974	0	0	0	0	0	0	0	0	0.123643	0	0	0	0.6435	0.450186	0	0	0	0	0.427008	0	0	0	0.425838	0	0	0	0.473691	0	0	0	0	0	0	0.127873	0	0.099984	0.284243	0.492754	0	0	0	0.130239	0	0.102931
"hsa-mir-6758"	0	0	0.216536	0	0	0	0	0.11636	0.104918	0	0	0.25245	0.123251	0.611416	0.200245	0	0.220198	0.17976	0	0.172259	0.487799	2.014796	0	0.315625	0	0	0	0.540186	0.499269	0.129164	0	0	0.31514	0	0	0.101557	0.095637	0.183953	0.266762	0	0.166476	0.209355	0.667595	0.15034	0.314932	0	0	0.10972	0.279972	0	0.527282	0.962841	0.090868	0	0	0	0.332058	0	0	0	0.653677	0.308631	0	0.122256	0	0.604679	0.308709	0	0	0	0	0.247286	0.136114	0.187191	0	0.183857	0	0.110061	0	0.77553	0.176931	0	0	0.115744	0	0	0	0.348073	0	0	0	0.139082	0	0.068941	0.269605	0.062827	0.127873	0.105689	0	0	0.123189	0	0	0	0	0	0.102931
"hsa-mir-6759"	0	0	0	0.185116	0	0	0	0	0	0	0	0	0.493005	0	0	0	0	0.269641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609344	0	0	0	0.387551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087018	0	0	0.186118	0	0	0	0.134802	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-676"	1.43542	1.646578	6.712603	0.185116	1.080272	0.456554	1.796027	4.654394	3.462306	1.810904	0.584739	1.598852	0.616257	0.305708	3.604404	0.638347	0.880791	2.966047	1.934693	0.689036	0	5.73442	5.716578	6.628122	0.602769	2.568555	0.325883	2.430836	1.164962	2.066621	7.697291	0.529215	2.626165	5.709203	1.457214	1.828031	0.191273	1.471625	1.200431	1.782734	1.331805	2.302907	1.335191	1.202721	1.102261	2.501947	3.152742	4.93738	0.559944	1.564067	2.284888	4.653733	4.089078	2.517864	0	1.698036	4.150722	2.725915	1.753441	3.056235	0.653677	1.465999	1.501331	3.178651	2.005983	5.787641	0.823225	1.000553	1.308952	0.245159	1.044336	1.978285	1.633366	3.27585	0.547302	2.298215	1.080445	2.751513	0.249683	3.231374	2.919369	12.098568	0.797688	0.231489	1.185865	3.236372	0.554267	4.089852	1.590559	0.157897	2.047293	0.695408	1.526431	2.20612	0.674012	0.9424	1.534474	1.056888	1.199803	1.326469	1.478262	0.814612	0.450871	0.941364	0.390717	1.498434	0.205863
"hsa-mir-6760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6761"	0.448569	0	0.433071	0.647905	1.571305	0.152185	0.299338	0.930879	0.104918	0.603635	0.097456	0.420751	0.369754	0.203805	0.200245	0	0.110099	1.617844	0	0.516777	0.487799	0.464953	0.952763	0.157812	0.301385	0.401337	0.325883	1.755604	0.665692	0.387491	0.137452	0	0	0	0.728607	0.507786	0.095637	1.471625	0	0.310041	0.166476	0.41871	0.333798	0.30068	0.78733	0.469115	0.934146	1.755513	0.139986	0	1.230324	1.765209	0.454342	0.193682	0	0	0	0	0.964393	0.101875	0.544731	0.077158	0	0	0.100299	1.382123	0.102903	0.250138	0.163619	1.961269	0	0.370929	0.476398	0.561574	1.094603	0.367714	0.270111	0.660363	0.624208	0.904785	0.265397	0	1.861272	0	0	0.170335	0.762118	0.087018	0.433789	0	0.372235	0	1.431029	0.620471	0.269605	0.9424	0.767237	0.211378	1.499754	0	0.739131	0.203653	0.901742	0	0.130239	0.499478	0.308794
"hsa-mir-6762"	0.269141	0	0.108268	0	0.098207	0.304369	0.199559	0	1.25902	0.301817	0.097456	0.420751	0.369754	0	0	0	0.110099	0.269641	0.148823	0.344518	0.2439	1.239875	0.119095	0.473437	0.703231	1.20401	0.162942	0.675232	0.166423	0.645819	0.549806	0.176405	0.63028	0	0	0	0.28691	0.183953	0	1.007632	0.083238	0	0.667595	0	0.944795	0	0	0.219439	0	0	0	0.320947	0.636079	0	1.126219	0	0.332058	0	0.087672	0.305624	0.326839	0.385789	1.15487	1.100302	0.601795	0.431914	0.205806	0.250138	0	0	0.116037	0.123643	0	0.280787	0.328381	0.275786	0	0.770424	0.124842	0	0.265397	0.427008	0.66474	0.462978	0.790577	0.340671	0.138567	0.696145	0.144596	0.315794	0	0.278163	0.47701	0.068941	0.808814	0.062827	0.767237	0	0.599901	0	0.739131	0	0.601162	0.104596	0	0.499478	0
"hsa-mir-6763"	0	0	0.649607	0	0	0.076092	0.299338	0.11636	0	0.402423	0.097456	0	0.493005	0.407611	0.200245	0	0	0.17976	0	0	0.12195	0.154984	0	0	0.502308	0	0	0	0	0.129164	0	0	0	0	0.364304	0.101557	0	0	0	0.387551	0.083238	0	0.834494	0	0.944795	0	0	0.438878	0	0	0.175761	0.320947	0	0	0.225244	1.519295	0.166029	0	0	0	0.326839	0	0.230974	0	0	0.086383	0	0.125069	0.490857	0	0	0.123643	0	0	0.10946	0.183857	0	0.110061	0.249683	0	0.088466	0	0.398844	0.115744	0	0	0.138567	0.174036	0	0	0	0.139082	0	0	0.134802	0	0	0	0.199967	0	0	0	0	0	0	0.166493	0.205863
"hsa-mir-6764"	0.538282	0	0.108268	0.185116	0.098207	0.076092	0.399117	0.581799	0.419673	0.201212	0	0.420751	0.493005	0.101903	0	0	0.220198	0	0	0.344518	0.731699	0.464953	0.714572	0.157812	0.602769	0.561871	0.651767	0.405139	0	0	0.412355	0	0.210093	0.607362	1.214345	0.304672	0.28691	0.183953	0.400144	0.697591	0.166476	0.209355	0.166899	0	0.472398	0	0.467073	0.438878	1.39986	0	1.230324	0	0.636079	0	0.225244	0	0.332058	0	0	0.101875	0.326839	0.462947	0.577435	0	1.604787	0.604679	0.308709	0.625345	0	0	0.232075	0.8655	0.136114	0.280787	0	0.275786	0.180074	0.440242	0.624208	0	0.353863	0	0.531792	0.231489	0	0.085168	0.138567	1.653345	0.144596	0.157897	0.558353	0	0.286206	0.55153	0.134802	0.879573	0.383618	0.739821	0.299951	0.378991	0.246377	0	0.15029	0.209192	0	0.832463	0.617589
"hsa-mir-6765"	0	0	0.216536	0	0	0	0.199559	0	0	0	0	0	0	0	0	0.212782	0	0	0	0	0	0.309969	0	0	0	0	0.162942	0	0	0	0	0	0	0	0.607173	0.101557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481421	0	0	0	0	0	0	0	0	0	0	0.115487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348073	0	0	0.186118	0	0	0	0	0.125653	0	0	0	0	0	0	0	0	0	0	0.102931
"hsa-mir-6766"	0.089714	0	0.433071	0.277673	0	0.304369	0	0.34908	0.524592	0.402423	0.389826	0.504901	0.123251	0.407611	0	0	0.440396	0	0.892935	0	0	0.619937	0	0.315625	0	0	0	0.270093	0	0.774983	0.274903	0	0	0.121472	0	0.406229	0.191273	0.183953	0.400144	0.620081	0.332951	0	0	0.45102	0.157466	0.234558	0	0	0.139986	0	0	0.481421	0.908684	0	0	0.625592	0.166029	0	0	0	0	0	0.346461	0	0.100299	0.431914	0.205806	0	0.490857	0	0	0.618214	0.068057	0.093596	0.437841	0.6435	0	0.220121	0	0	0	0.142336	0.265896	0.115744	0	0	1.108535	0	0	0	0	0.417245	0.095402	0.275765	0.134802	0.251307	0	0.211378	0	0.094748	0.246377	0	0.300581	0.104596	0.130239	0	0
"hsa-mir-6767"	0	0	0	0	0	0.456554	0	0	0	0.201212	0	0	0	0	0	0	0.330297	0.269641	1.041758	0	0	0.154984	0	0	0	0	0	0.810279	0.665692	0	0.137452	0	0.420186	0.242945	0.485738	0.304672	0.095637	0	0	0.07751	0	0	0	0	0.314932	0.078186	0	0.10972	0	0	0	0.641894	0	0	0	0	0	0	0.087672	0	0	0.154316	0.230974	0	0	0.777444	0.102903	0	0	0	0.116037	0	0	0	0	0.459643	0	0	0.124842	1.163295	0.088466	0	0.265896	0.347233	0	0	0.069283	0.087018	0.289193	0	0.930588	0	0	0	0.134802	0	0.511491	0.317066	0.299951	0.284243	0.369566	0	0.15029	0.104596	0	0.332985	0.205863
"hsa-mir-6768"	0	0	0.108268	0	0	0	0.099779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30068	0	0	0	0	0	0	0	0	0.272605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115744	0	0	0	0.174036	0	0	0	0	0	0	0	0	0.255746	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6769a"	0	0	0.108268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154984	0.119095	0	0	0	0	0	0	0	0	0	0	0	0	0.101557	0	0	0	0	0	0	0	0	0	0	0.233536	0	0	0	0	0	0	0	0	0	0.664116	0	0	0	0	0	0	0	0.300897	0.259148	0.102903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6769b"	0.448569	0	0.649607	0	0.098207	0.152185	0	0.34908	0.209837	0	0	0.08415	0.616257	0.305708	0.800979	0	0	0	0	0	0	0.774922	0.238191	0	0.301385	0.321069	0	0.270093	0	0.516655	0	0	0.420186	0.48589	0.850042	0.304672	0.095637	0	0	0	0.582664	0	0.166899	0.30068	0	0	0.350305	0	0.279972	0	1.054563	0	0.272605	0.387364	0.900976	0	0	0.302879	0.350688	0.203749	0	0	0	0	0.100299	0.604679	0	0.250138	0	0.367738	0.116037	0	0.340285	0.187191	0	0.735429	0.270111	0	0.124842	0.904785	0.088466	0.569344	0.265896	0.578722	0.922339	0.170335	0.069283	0.174036	0.289193	0	0.186118	0.556326	0.190804	0.068941	0.404407	0.18848	0	0	0	0.189496	0	0.610959	0	0.104596	0	0.166493	0
"hsa-mir-6770-1"	0	0	0	0	0	0	0	0	0	0.201212	0	0	0	0.101903	0	0	0	0	0	0.172259	0	0	0	0	0.100462	0	0	0	0	0	0.274903	0	0	0	0.242869	0	0.191273	0.367906	0	0	0.083238	0.209355	0	0	0	0	0	0	0	0	0	0	0.363474	0	0	0	0	0	0	0	0	0	0	0	0	0.259148	0	0	0	0	0	0	0	0.093596	0	0	0	0	0	0	0	0	0	0	0.263526	0	0.069283	0	0	0	0.186118	0	0	0	0.134802	0.062827	0.127873	0.211378	0	0.189496	0	0	0	0	0.130239	0	0
"hsa-mir-6770-2"	0	0	0	0	0	0	0	0	0	0.201212	0	0	0	0.101903	0	0	0	0	0	0	0.12195	0	0	0	0.200923	0.160535	0	0	0	0	0	0	0.105047	0	0.485738	0	0.095637	0	0.133381	0	0	0	0	0	0	0	0	0.10972	0	0	0	0	0	0	0	0	0	0	0	0.101875	0	0	0	0	0	0.086383	0.102903	0	0	0	0.116037	0.123643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170335	0.069283	0	0.144596	0	0.372235	0	0	0	0.134802	0.18848	0	0.317066	0	0.189496	0	0	0	0	0	0	0
"hsa-mir-6770-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101903	0	0	0.110099	0	0	0	0	0	0	0	0	0.080267	0	0	0	0	0.137452	0	0.210093	0	0.121435	0.203115	0	0	0	0	0	0	0	0	0.157466	0	0.116768	0	0	0	0	0	0.181737	0	0	0	0	0	0	0.101875	0	0	0.115487	0	0.100299	0.086383	0	0	0	0	0.116037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138567	0	0	0	0	0	0	0	0.134802	0.125653	0	0.211378	0	0	0	0	0	0	0.130239	0	0
"hsa-mir-6771"	0	0	0	0	0	0	0	0	0	0	0	0	0.123251	0	0	0	0	0	0	0	0	0	0	0	0.200923	0.240802	0	0	0	0	0	0	0	0.242945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219439	0	0	0	0	0	0	0	0	0	0	0	0	0.108946	0	0	0	0	0.086383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088466	0	0	0	0.131763	0	0	0	0	0	0	0	0	0	0	0	0	0.105689	0	0	0	0	0.15029	0	0	0.166493	0
"hsa-mir-6772"	0.089714	0	0.433071	0	0.098207	0.608739	0.399117	0.34908	0.419673	0.70424	0	0.3366	0.246503	1.222833	0.200245	0	0	1.078563	0	0	0.487799	0.464953	0.238191	0	0.703231	0	0	0.270093	0.332846	0.129164	0.412355	0	0.420186	0.121472	0.971476	0.914016	0	0	0.133381	0.310041	0	0	0	0.45102	0.472398	0.234558	0.467073	0.438878	0	0	1.933366	0	0.726947	0.581046	0.225244	0	0	0	0.087672	0.814996	0.217892	0.077158	0.230974	0	1.002992	0.172765	0.617419	0.250138	0	0	0.348112	0.618214	0	0.093596	0.218921	0	0	0.220121	0.249683	0	0.088466	0.142336	0.265896	0.231489	0.395288	0.340671	0.20785	0.609127	0.144596	0.631588	0.74447	0.278163	0.858617	0	0.134802	0.125653	0	1.585332	0.299951	0.378991	0.369566	0.30548	0	0.52298	0.520956	0	0
"hsa-mir-6773"	0.627996	0	0.433071	0.092558	0.196413	0	0.898014	0.34908	0.209837	0.301817	0	0.3366	0.123251	0	0	0	0.770693	0.269641	0	0.344518	0.731699	0.929906	0.238191	2.524999	1.306	0.963208	0.97765	0.270093	0	0.129164	0	0	0.210093	0	0.485738	1.320245	0.095637	0	0.133381	0.930122	0.083238	0	0.166899	0.15034	0	0	0.233536	0.658317	0	7.624829	0.351521	1.444262	0.272605	0.387364	0	0	0.664116	0	0.087672	0.305624	0.326839	0	0.115487	0	0.601795	1.727654	0.102903	0	0	0	0.116037	0.123643	0	1.029553	0.328381	0	0	0.330182	0.74905	0	0.088466	0	0	0.231489	1.581153	0	0.831401	0.087018	0.289193	0	0	0	0.095402	0	0	0.879573	0	1.162576	0.399934	0.189496	0.739131	0.203653	0	0	0	0.166493	0.514657
"hsa-mir-6774"	0.897137	0	0.108268	0.740462	0.098207	0.456554	0.299338	0.23272	0.209837	0.603635	0.097456	0.25245	0.616257	0.203805	0.400489	0	0.110099	0.17976	0.148823	0.172259	0	0.309969	1.54824	0.157812	0.100462	0.240802	0.162942	0.270093	0.166423	1.549966	0.549806	0.35281	0.105047	1.457669	0.850042	0.609344	0.28691	0.551859	0.800287	0.15502	1.165329	1.256131	1.168292	0.15034	0	0.625487	0.817378	1.097196	1.259874	0	0.527282	0.320947	0.999552	0	0	0	0.498087	0	0.087672	0.407498	0.326839	0.385789	0.461948	0	0.200598	0.777444	0.205806	0.375207	0.327238	0	0.928299	0.494571	0.748626	0	0.218921	1.195072	0.540223	0.110061	0.624208	0	0.176931	0.569344	0.531792	1.388933	0	0.170335	0.138567	0.087018	0.144596	0.315794	0.186118	0.556326	0.095402	0.55153	0	0.37696	0	0.739821	0.099984	0.378991	0.985508	0	0.300581	0	0.260478	0.499478	0.308794
"hsa-mir-6775"	0	0	0	0	0	0	0.099779	0	0	0	0	0	0	0.101903	0	0	0	0.17976	0	0	0	0	0	0	0	0	0.162942	0	0	0	0	0.882026	0	0	0	0	0	0	0	0	0.332951	0	0	0	0.472398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086383	0	0	0	0	0.348112	0	0	0	0	0.183857	0	0	0	0	0	0	0	0	0	0	0	0.087018	0.289193	0	0	0	0	0	0.134802	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6776"	0	0	0	0	0.098207	0	0	0.11636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183953	0	0.07751	0	0	0	0	0.629864	0	0.233536	0	0.279972	0	0	0	0	0	0	0	0	0	0	0.203749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105689	0.099984	0	0	0	0	0	0	0	0
"hsa-mir-6777"	0	0	0.757874	0.092558	0	0	0	0.581799	0.104918	0	0.194913	0.3366	0.246503	0.305708	0.200245	1.170303	0	1.168443	0	0	0.12195	0.309969	0.119095	0.157812	0	0.080267	0	0	0	0	0.412355	0.176405	0	0.121472	0.607173	0	0	0	0.133381	0	0.083238	0	0	0	0.157466	0	0.350305	0	0	0	0	0	0.636079	0.193682	0.450488	0	0	1.514397	0	0.101875	0	0.154316	0	0	0.401197	0.259148	0.617419	0	0	0	0.116037	0	0	0.374383	0.218921	0	0	0	0	0.904785	0.265397	0.284672	0	0.231489	2.37173	0.596174	0.069283	0.9572	0	0.157897	0	0	0	0	0.404407	0.125653	0.383618	0.211378	0.299951	0.094748	0.615943	0	0.601162	0	0	0.166493	0.308794
"hsa-mir-6778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364304	0	0	0	0	0	0	0	0	0	0	0	0	0.10972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174036	0	0	0	0	0	0	0.134802	0.125653	0.127873	0	0	0	0	0	0	0	0.130239	0	0
